seqnames	start	end	width	strand	gene_id	Gene
chr1	248348775	248349713	939	+	127066	OR14C36
chr1	248573801	248574757	957	-	127068	OR2T34
chr1	248592751	248593799	1049	-	127069	OR2T10
chr1	248626119	248627190	1072	-	127077	OR2T11
chr9	34551432	34590140	38709	-	1271	CNTFR
chr12	40692439	41072415	379977	+	1272	CNTN1
chr1	75918873	75932404	13532	-	127247	ASB17
chr1	74733152	74766677	33526	+	127253	TYW3
chr1	74568117	74673792	105676	-	127254	ERICH3
chr1	74026015	74198187	172173	-	127255	LRRIQ3
chr1	3625015	3630127	5113	+	127262	TPRG1L
chr1	24056035	24112135	56101	-	127294	MYOM3
chr1	46506996	46514226	7231	+	127343	DMBX1
chr1	159535078	159536007	930	-	127385	OR10J5
chr1	40245947	40251684	5738	+	127391	TMCO2
chr1	40531573	40548167	16595	+	127396	ZNF684
chr1	54053584	54112519	58936	+	127428	TCEANC2
chr1	53062052	53085502	23451	+	127435	PODN
chr1	100148449	100178273	29825	-	127495	LRRC39
chr1	34759740	34762327	2588	+	127534	GJB4
chr1	33860475	33864791	4317	+	127540	HMGB4
chr1	32936445	32964685	28241	-	127544	RNF19B
chr1	33306766	33321098	14333	-	127550	A3GALT2
chr1	155018520	155033781	15262	-	127579	DCST2
chr1	224896262	225399292	503031	+	127602	DNAH14
chr1	247450953	247452006	1054	-	127623	OR2B11
chr1	182054570	182061712	7143	-	127665	ZNF648
chr1	182398117	182400667	2551	-	127670	TEDDM1
chr1	37806979	37809454	2476	+	127687	C1orf122
chr17	50183289	50201632	18344	-	1277	COL1A1
chr1	36415827	36450451	34625	-	127700	OSCP1
chr1	35713877	35718894	5018	-	127703	C1orf216
chr1	18480982	18486126	5145	+	127707	KLHDC7A
chr1	20290919	20354894	63976	+	127731	VWA5B1
chr1	20186096	20196050	9955	+	127733	UBXN10
chr1	59987269	60073770	86502	-	127795	C1orf87
chr7	94394561	94431232	36672	+	1278	COL1A2
chr1	202133404	202144743	11340	-	127829	ARL8A
chr1	202590596	202710454	119859	-	127833	SYT2
chr1	204368431	204369719	1289	-	127841	LINC00628
chr1	204198163	204213988	15826	-	127845	GOLT1A
chr1	162497251	162529631	32381	+	127933	UHMK1
chr1	161721563	161728143	6581	+	127943	FCRLB
chr4	99070978	99088801	17824	-	128	ADH5
chr12	47972967	48004554	31588	-	1280	COL2A1
chr1	241652278	241802133	149856	+	128025	WDR64
chr1	231223763	231241187	17425	-	128061	C1orf131
chr1	145933423	145958017	24595	-	128077	LIX1L
chr2	188974320	189012746	38427	+	1281	COL3A1
chr1	217631324	217871696	240373	+	128153	SPATA17
chr1	236348257	236502915	154659	+	128178	EDARADD
chr13	110148963	110307157	158195	-	1282	COL4A1
chr1	44118821	44135140	16320	+	128209	KLF17
chr1	43269983	43274002	4020	+	128218	TMEM125
chr1	156337314	156346995	9682	+	128229	TSACC
chr1	156525405	156572604	47200	-	128239	IQGAP3
chr1	156591762	156594299	2538	+	128240	NAXE
chr1	16197854	16212652	14799	-	128272	ARHGEF19
chr1	228106679	228109312	2634	-	128308	MRPL55
chr1	111117333	111140216	22884	-	128338	DRAM2
chr1	111346600	111353013	6414	+	128344	PIFO
chr1	111473792	111478512	4721	+	128346	C1orf162
chr1	158398522	158399466	945	-	128360	OR10T2
chr1	158562651	158563604	954	-	128366	OR6P1
chr1	158578919	158579899	981	-	128367	OR10X1
chr1	158606439	158607380	942	+	128368	OR10Z1
chr1	158754720	158755891	1172	+	128371	OR6K6
chr1	158765676	158766702	1027	-	128372	OR6N1
chr1	212791828	212816830	25003	+	128387	TATDN3
chr13	110305812	110513209	207398	+	1284	COL4A2
chr20	63005927	63007035	1109	-	128408	BHLHE23
chr20	63240784	63272694	31911	-	128414	NKAIN4
chr20	37903111	37945350	42240	+	128434	VSTM2L
chr20	38446343	38450940	4598	+	128439	SNHG11
chr20	44302840	44311202	8363	-	128486	FITM2
chr20	45123425	45124465	1041	-	128488	WFDC12
chr20	45886489	45887635	1147	-	128497	SPATA25
chr2	227164565	227314792	150228	+	1285	COL4A3
chr20	46540946	46550654	9709	-	128506	OCSTAMP
chr20	52972358	53495330	522973	+	128553	TSHZ2
chr2	227002711	227164453	161743	-	1286	COL4A4
chr20	58150902	58161150	10249	+	128602	C20orf85
chr20	59123381	59259113	135733	+	128611	ZNF831
chr20	435480	462543	27064	-	128637	TBC1D20
chr20	1516759	1557705	40947	-	128646	SIRPD
chr20	2814987	2815833	847	+	128653	C20orf141
chr20	5302040	5314369	12330	-	128674	PROKR2
chrX	108439844	108697545	257702	+	1287	COL4A5
chr20	10435305	10636829	201525	+	128710	SLX4IP
chrX	108155607	108439497	283891	-	1288	COL4A6
chr20	23439685	23444930	5246	+	128817	CSTL1
chr20	23564732	23568484	3753	-	128821	CST9L
chr20	23602410	23605876	3467	-	128822	CST9
chr20	62550453	62570764	20312	+	128826	MIR1-1HG
chr20	31847637	31870747	23111	-	128853	DUSP15
chr20	32186477	32190527	4051	-	128854	TSPY26P
chr20	33031648	33044047	12400	+	128859	BPIFB6
chr20	33217310	33227806	10497	+	128861	BPIFA3
chr20	33662327	33663908	1582	+	128864	C20orf144
chr20	33811348	33854366	43019	+	128866	CHMP4B
chr20	34560542	34698790	138249	-	128869	PIGU
chr20	35285731	35292425	6695	-	128876	FAM83C
chr9	134641774	134844843	203070	+	1289	COL5A1
chr22	16961936	17008222	46287	-	128954	GAB4
chr22	19440886	19448232	7347	-	128977	C22orf39
chr22	20017014	20067164	50151	+	128989	TANGO2
chr2	189031898	189225312	193415	-	1290	COL5A2
chr22	24806169	24927578	121410	+	129049	SGSM1
chr22	29205896	29259597	53702	+	129080	EMID1
chr21	45981737	46005050	23314	+	1291	COL6A1
chr22	37830855	37849327	18473	-	129138	ANKRD54
chr21	46098097	46132849	34753	+	1292	COL6A2
chr2	48440598	48515391	74794	+	129285	PPP1R21
chr2	84821650	84907008	85359	-	129293	TRABD2A
chr2	237324003	237414375	90373	-	1293	COL6A3
chr2	85598547	85603196	4650	-	129303	TMEM150A
chr3	48564073	48595267	31195	-	1294	COL7A1
chr2	183117513	183161680	44168	+	129401	NUP35
chr2	166888487	167259753	371267	+	129446	XIRP2
chr2	199928913	199955736	26824	-	129450	TYW5
chr3	99638475	99799226	160752	+	1295	COL8A1
chr2	100470482	100483280	12799	+	129521	NMS
chr2	99284238	99304742	20505	-	129530	LYG1
chr2	99161427	99181058	19632	-	129531	MITD1
chr2	231961245	232344350	383106	+	129563	DIS3L2
chr1	36095239	36125222	29984	-	1296	COL8A2
chr2	6840570	6866635	26066	-	129607	CMPK2
chr2	8852690	9003709	151020	-	129642	MBOAT2
chr2	124025287	124915287	890001	+	129684	CNTNAP5
chr6	42050513	42087461	36949	+	129685	TAF8
chr6	70215061	70303083	88023	-	1297	COL9A1
chr2	663877	677406	13530	-	129787	TMEM18
chr1	40300489	40317813	17325	-	1298	COL9A2
chr2	112138385	112188218	49834	+	129804	FBLN7
chr2	178112424	178139011	26588	+	129831	RBM45
chr2	54330034	54383742	53709	+	129852	C2orf73
chr2	95592001	95599778	7778	+	129868	TRIM43
chr2	169479480	169525922	46443	+	129880	BBS5
chr2	169645425	169694405	48981	-	129881	CCDC173
chr20	62816244	62841159	24916	+	1299	COL9A3
chr3	151814073	151828488	14416	+	13	AADAC
chr4	99202638	99219537	16900	-	130	ADH6
chr6	116118909	116158747	39839	-	1300	COL10A1
chr2	134838616	134902034	63419	+	130013	ACMSD
chr2	202773150	202871985	98836	-	130026	ICA1L
chr2	131047876	131093460	45585	-	130074	FAM168B
chr7	141918817	141919909	1093	+	130075	OR9A4
chr1	102876467	103108872	232406	-	1301	COL11A1
chr2	26581205	26641366	60162	-	130106	CIB4
chr2	79025686	79028505	2820	+	130120	REG3G
chr2	197568224	197676045	107822	-	130132	RFTN2
chr2	55172547	55232563	60017	-	130162	CLHC1
chr2	43637260	43767987	130728	+	130271	PLEKHH2
chr6	75084326	75206053	121728	-	1303	COL12A1
chr2	223751686	223945299	193614	-	130340	AP1S3
chr2	119302225	119366834	64610	-	130355	C2orf76
chr2	222424543	222562621	138079	+	130367	SGPP2
chr2	157526767	157628864	102098	-	130399	ACVR1C
chr2	19351485	19358623	7139	-	130497	OSR1
chr10	69801867	69964275	162409	+	1305	COL13A1
chr2	19896631	19901983	5353	-	130502	TTC32
chr2	169827458	170084131	256674	+	130507	UBR3
chr2	200488958	200519784	30827	-	130535	KCTD18
chr2	201288271	201357398	69128	-	130540	FLACC1
chr2	27377235	27380790	3556	-	130557	ZNF513
chr2	230990324	231025055	34732	+	130560	SPATA3
chr2	149329985	149474138	144154	+	130574	LYPD6
chr2	149038107	149215262	177156	+	130576	LYPD6B
chr2	38666081	38741237	75157	+	130589	GALM
chr9	98943179	99070792	127614	+	1306	COL15A1
chr2	219543663	219550595	6933	+	130612	TMEM198
chr2	219195237	219209651	14415	+	130617	ZFAND2B
chr1	31652263	31704319	52057	-	1307	COL16A1
chr2	39664982	39717963	52982	+	130733	TMEM178A
chr2	206939518	206969474	29957	+	130749	CPO
chr2	206737763	206765328	27566	-	130752	MDH1B
chr10	104031286	104085880	54595	-	1308	COL17A1
chr2	11133053	11146790	13738	+	130813	C2orf50
chr2	11155198	11178870	23673	+	130814	SLC66A3
chr2	102736905	103019900	282996	+	130827	TMEM182
chr2	61177418	61191203	13786	+	130872	AHSA2P
chr2	229922302	230013119	90818	+	130888	FBXO36
chr2	241072169	241102332	30164	-	130916	MTERF4
chr2	158171073	158456753	285681	-	130940	CCDC148
chr2	74557883	74648338	90456	-	130951	M1AP
chr4	99412261	99435737	23477	-	131	ADH7
chr6	69866556	70212468	345913	+	1310	COL19A1
chr3	131533555	132285410	751856	-	131034	CPNE4
chr3	122359591	122383231	23641	-	131076	CCDC58
chr3	19148510	19535642	387133	+	131096	KCNH8
chr19	18782773	18791305	8533	-	1311	COMP
chr3	180983709	180989774	6066	-	131118	DNAJC19
chr3	161496808	161503942	7135	+	131149	OTOL1
chr3	58633946	58666834	32889	-	131177	FAM3D
chr22	19941607	19969975	28369	+	1312	COMT
chr3	102099244	102479841	380598	+	131368	ZPLD1
chr3	42397083	42410610	13528	-	131375	LYZL4
chr3	42685537	42692544	7008	+	131377	KLHL40
chr1	160288594	160343273	54680	-	1314	COPA
chr3	32817997	32897824	79828	+	131405	TRIM71
chr3	184335926	184348421	12496	+	131408	FAM131A
chr3	112921205	112975103	53899	-	131450	CD200R1
chr3	14112077	14124870	12794	-	131474	CHCHD4
chr11	14451835	14500027	48193	-	1315	COPB1
chr3	196197452	196211437	13986	-	131540	ZDHHC19
chr3	97822011	97944984	122974	+	131544	CRYBG3
chr3	98795941	98901695	105755	-	131566	DCBLD2
chr3	194355247	194369743	14497	-	131578	LRRC15
chr3	194685883	194689037	3155	+	131583	FAM43A
chr10	3775996	3785281	9286	-	1316	KLF6
chr3	127571232	127598267	27036	-	131601	TPRA1
chr3	126481166	126517773	36608	-	131669	UROC1
chr9	113221544	113264492	42949	+	1317	SLC31A1
chr9	113150976	113164140	13165	+	1318	SLC31A2
chr3	150659885	150703971	44087	-	131831	ERICH6
chr3	131381671	131388830	7160	+	131870	NUDT16
chr3	130560334	130678155	117822	+	131873	COL6A6
chr3	141738474	141818490	80017	+	131890	GRK7
chr3	190428655	190449876	21222	-	131920	TMEM207
chr3	15381275	15440566	59292	-	131965	METTL6
chr10	74151202	74709963	558762	+	132	ADK
chr3	9902612	9916402	13791	+	132014	IL17RE
chr3	187197486	187201462	3977	+	132112	RTP1
chr3	51894876	51903353	8478	-	132141	IQCF1
chr3	52287089	52295257	8169	+	132158	GLYCTK
chr3	52245759	52250599	4841	+	132160	PPM1M
chr3	63819299	63848636	29338	+	132200	C3orf49
chr3	63652675	63679020	26346	+	132203	SNTN
chr3	63228315	63616924	388610	+	132204	SYNPR
chr3	50279087	50288114	9028	+	132228	LSMEM2
chr3	129382922	129399655	16734	-	132241	RPL32P3
chr3	129543214	129551467	8254	+	132243	H1-8
chr4	48885019	48906937	21919	-	132299	OCIAD2
chr4	128864921	129093600	228680	-	132320	SCLT1
chr4	129093317	129116640	23324	+	132321	C4orf33
chr4	121758930	121765427	6498	-	132332	SMIM43
chr4	134196333	134201789	5457	-	132430	PABPC4L
chr1	10449719	10451902	2184	+	1325	CORT
chr10	30434021	30461833	27813	+	1326	MAP3K8
chr4	122378966	122429802	50837	+	132612	ADAD1
chr4	187995771	188005046	9276	+	132625	ZFP42
chr4	82924603	83012926	88324	-	132660	LIN54
chr4	52051304	52097299	45996	+	132671	SPATA18
chr16	85798633	85807054	8422	+	1327	COX4I1
chr4	112145454	112195256	49803	+	132720	FAM241A
chr4	68226653	68245694	19042	-	132724	TMPRSS11B
chr4	44682200	44726588	44389	-	132789	GNPDA2
chr4	176184579	176195585	11007	-	132851	SPATA4
chr4	15002674	15070153	67480	+	132864	CPEB2
chr4	5542772	5709548	166777	-	132884	EVC2
chr2	97646062	97648383	2322	+	1329	COX5B
chr4	56505209	56525481	20273	+	132946	ARL9
chr4	56338287	56387508	49222	-	132949	AASDH
chr4	55556519	55592245	35727	-	132954	PDCL2
chr4	86876205	86936178	59974	-	132989	C4orf36
chr11	10305073	10307397	2325	+	133	ADM
chr4	20696282	20752907	56626	+	133015	PACRGL
chr4	117083554	117085576	2023	-	133022	TRAM1L1
chr4	4188803	4226889	38087	-	133060	OTOP1
chr4	184088706	184221230	132525	-	133121	ENPP6
chr4	103019868	103077324	57457	-	133308	SLC9B2
chr5	56909260	56925532	16273	+	133383	SETD9
chr5	55851357	55922854	71498	+	133396	IL31RA
chr5	50396192	50443248	47057	-	133418	EMB
chr5	102371774	102499016	127243	-	133482	SLCO6A1
chr5	173973779	174006140	32362	+	133491	C5orf47
chr5	149730298	149855022	124725	+	133522	PPARGC1B
chr5	40998017	41071342	73326	-	133558	MROH2B
chr5	38258409	38465480	207072	+	133584	EGFLAM
chr5	127517609	127555089	37481	+	133619	PRRC1
chr5	36192589	36242279	49691	-	133686	NADK2
chr5	35951006	36001028	50023	-	133688	UGT3A1
chr5	35904288	35938779	34492	-	133690	CAPSL
chr12	120438090	120440730	2641	+	1337	COX6A1
chr5	79236131	79327211	91081	+	133746	JMY
chr5	170232447	170252575	20129	+	133874	C5orf58
chr16	31427731	31428360	630	-	1339	COX6A2
chr5	122129546	122179617	50072	+	133923	ZNF474
chr5	196868	218153	21286	-	133957	CCDC127
chr1	203090654	203167405	76752	+	134	ADORA1
chr19	35648323	35658782	10460	+	1340	COX6B1
chr5	180739042	180740099	1058	-	134083	OR2Y1
chr5	6448859	6496723	47865	+	134111	UBE2QL1
chr5	7830378	7851151	20774	-	134121	C5orf49
chr5	10225507	10249897	24391	-	134145	ATPSCKMT
chr5	10275875	10307902	32028	-	134147	CMBL
chr5	93733220	93741600	8381	-	134187	POU5F2
chr5	34929559	34958964	29406	+	134218	DNAJC21
chr5	149271859	149343637	71779	+	134265	AFAP1L1
chr5	149345430	149354583	9154	+	134266	GRPEL2
chr5	73120569	73131809	11241	+	134285	TMEM171
chr5	73173193	73175143	1951	+	134288	TMEM174
chr5	157743712	157760709	16998	+	134353	LSM11
chr5	75674124	75717448	43325	-	134359	POC5
chr5	146513103	146516190	3088	-	134391	GPR151
chr5	111496033	111512590	16558	-	134429	STARD4
chr5	111091716	111130502	38787	+	134430	WDR36
chr5	150930645	150946289	15645	-	134466	ZNF300P1
chr5	163446526	163460102	13577	-	134492	NUDCD2
chr8	99873200	99893707	20508	-	1345	COX6C
chr5	159263290	159286036	22747	+	134510	UBLCP1
chr5	81329996	81394179	64184	-	134526	ACOT12
chr5	132813302	132816786	3485	+	134548	SOWAHA
chr5	132822141	132830898	8758	-	134549	SHROOM1
chr5	134845680	134859735	14056	+	134553	C5orf24
chr19	36150922	36152449	1528	-	1346	COX7A1
chr6	143422832	143450695	27864	-	134637	ADAT2
chr6	75237675	75250323	12649	-	1347	COX7A2
chr6	83853266	83857515	4250	+	134701	RIPPLY2
chr6	78867551	78946440	78890	+	134728	IRAK1BP1
chr6	122996235	123072925	76691	+	134829	CLVS2
chr6	132538290	132539336	1047	+	134860	TAAR9
chr6	132644984	132646003	1020	-	134864	TAAR1
chrX	77899440	77907376	7937	+	1349	COX7B
chr6	147204425	147390476	186052	+	134957	STXBP5
chr22	24417879	24442357	24479	+	135	ADORA2A
chr5	86617928	86620962	3035	+	1350	COX7C
chr11	63974620	63976543	1924	+	1351	COX8A
chr6	125781161	125932034	150874	+	135112	NCOA7
chr6	125956770	125980244	23475	+	135114	HINT3
chr6	162727132	163315492	588361	+	135138	PACRG
chr6	70856679	70957060	100382	-	135152	B3GAT2
chr6	70566917	70589569	22653	+	135154	SDHAF4
chr17	14069490	14231736	162247	+	1352	COX10
chr6	73695785	73828316	132532	+	135228	CD109
chr6	149883375	149898102	14728	-	135250	RAET1E
chr6	89146055	89165565	19511	+	135293	PM20D2
chr6	89095959	89118071	22113	-	135295	SRSF12
chr17	54951902	54968785	16884	-	1353	COX11
chr6	49550646	49561907	11262	+	135398	C6orf141
chr6	655939	656963	1025	-	135458	HUS1B
chr10	99651595	99732112	80518	-	1355	COX15
chr3	149162410	149221829	59420	-	1356	CP
chr7	130380339	130388114	7776	+	1357	CPA1
chr7	130266863	130289798	22936	+	1358	CPA2
chr7	73861159	73865890	4732	+	135886	TMEM270
chr7	73312536	73328082	15547	-	135892	TRIM50
chr3	148865296	148897203	31908	+	1359	CPA3
chr7	143279957	143288048	8092	+	135932	TMEM139
chr17	15944917	15975746	30830	+	136	ADORA2B
chr3	148791102	148860187	69086	+	1360	CPB1
chr7	149069641	149090782	21142	-	136051	ZNF786
chr13	46053186	46105033	51848	-	1361	CPB2
chr17	30378927	30469989	91063	+	1362	CPD
chr7	101362875	101559024	196150	+	136227	COL26A1
chr7	141836286	141841487	5202	-	136242	PRSS37
chr7	130731235	130734176	2942	-	136259	KLF14
chr7	130206344	130216844	10501	+	136263	SSMEM1
chr7	48035511	48061304	25794	+	136288	C7orf57
chr4	165361194	165498547	137354	+	1363	CPE
chr7	138594285	138701352	107068	-	136306	SVOPL
chr7	135926760	135977359	50600	-	136319	MTPN
chr7	134127299	134264591	137293	+	136332	LRGUK
chr7	151175698	151187832	12135	-	136371	ASB10
chr7	73830863	73832693	1831	+	1364	CLDN4
chr7	73768997	73770270	1274	-	1365	CLDN3
chr17	7246829	7263983	17155	-	1366	CLDN7
chr7	40126027	40134622	8596	-	136647	MPLKIP
chr12	68842208	68971570	129363	-	1368	CPM
chr7	76389334	76409697	20364	-	136853	SSC4D
chr7	25134692	25180356	45665	-	136895	C7orf31
chr10	100042193	100081869	39677	-	1369	CPN1
chr7	117363222	117428123	64902	-	136991	ASZ1
chr3	194339768	194351328	11561	-	1370	CPN2
chr3	98579446	98593648	14203	-	1371	CPOX
chr8	128904432	129683770	779339	-	137196	CCDC26
chr8	124973295	124979389	6095	+	137209	ZNF572
chr2	210477682	210679107	201426	+	1373	CPS1
chr8	37934281	37940124	5844	-	137362	GOT1L1
chr8	93698561	93731527	32967	+	137392	CIBAR1
chr11	68754620	68844410	89791	-	1374	CPT1A
chr8	17246931	17298024	51094	+	137492	VPS37A
chr22	50568861	50578465	9605	-	1375	CPT1B
chr1	53196792	53214197	17406	+	1376	CPT2
chr8	94895767	95116455	220689	+	137682	NDUFAF6
chr8	55696424	55773407	76984	-	137695	TMEM68
chr8	106759483	106770244	10762	-	137735	ABRA
chr8	142750150	142752532	2383	-	137797	LYPD2
chr1	207496147	207641765	145619	+	1378	CR1
chr8	23702451	23706598	4148	-	137814	NKX2-6
chr8	132685007	132760712	75706	-	137835	TMEM71
chr8	14084845	15238431	1153587	-	137868	SGCZ
chr8	66430185	66471601	41417	+	137872	ADHFE1
chr8	58411359	58451501	40143	+	137886	UBXN2B
chr1	207645113	207738416	93304	+	1379	CR1L
chr8	51319577	51809445	489869	-	137902	PXDNL
chr8	41577187	41625001	47815	+	137964	GPAT4
chr8	35235475	35796550	561076	+	137970	UNC5D
chr8	38386207	38409527	23321	+	137994	LETM2
chr1	207454230	207489895	35666	+	1380	CR2
chr8	87870747	87874015	3269	-	138009	DCAF4L2
chr8	84182787	84921844	739058	+	138046	RALYL
chr8	43140464	43202855	62392	+	138050	HGSNAT
chr9	113297093	113303376	6284	-	138065	RNF183
chr15	78340353	78348225	7873	+	1381	CRABP1
chr9	136006537	136095289	88753	-	138151	NACC2
chr9	135495181	135501734	6554	-	138162	C9orf116
chr9	74980790	75028423	47634	-	138199	CARNMT1
chr1	156699606	156705816	6211	-	1382	CRABP2
chr9	72051376	72072721	21346	-	138240	C9orf57
chr9	71911510	71986054	74545	+	138241	C9orf85
chr9	69820817	69906227	85411	+	138255	C9orf135
chr9	136754386	136758543	4158	-	138307	LCN8
chr9	136712572	136724742	12171	+	138311	DIPK1B
chr9	129094794	129111189	16396	-	1384	CRAT
chr9	127713493	127724873	11381	-	138428	PTRH1
chr9	127920881	127930785	9905	-	138429	PIP5KL1
chr9	32629454	32635669	6216	-	138474	TAF1L
chr2	207529737	207605988	76252	+	1385	CREB1
chr2	175072250	175168382	96133	-	1386	ATF2
chr9	94030794	94109856	79063	+	138639	PTPDC1
chr9	92809388	92888693	79306	+	138649	ANKRD19P
chr9	92177235	92191156	13922	-	138652	PRSS47
chr16	3725054	3880726	155673	-	1387	CREBBP
chr9	34621379	34628086	6708	-	138715	ARID3C
chr9	34610486	34612104	1619	-	138716	RPP25L
chr9	35041095	35045986	4892	+	138724	C9orf131
chr9	104598457	104599413	957	-	138799	OR13C5
chr9	104569168	104570130	963	+	138802	OR13C8
chr9	104535749	104536856	1108	-	138803	OR13C3
chr9	104526253	104527209	957	-	138804	OR13C4
chr9	104504263	104505222	960	+	138805	OR13F1
chr9	122567499	122568559	1061	-	138881	OR1L8
chr9	122553112	122554214	1103	+	138882	OR1N2
chr9	122526358	122527296	939	-	138883	OR1N1
chr12	12611827	12645108	33282	+	1389	CREBL2
chr9	133654586	133657313	2728	-	138948	DBH-AS1
chr10	35126791	35212958	86168	+	1390	CREM
chrX	143622790	143636101	13312	-	139065	SLITRK4
chrX	143508735	143517475	8741	-	139067	SPANXN3
chrX	141838316	141897832	59517	+	139081	MAGEC3
chrX	18162931	18220886	57956	-	139105	BEND2
chrX	151563675	151676739	113065	+	139135	PASD1
chrX	126549383	126552814	3432	-	139170	DCAF12L1
chrX	50365409	50470825	105417	-	139189	DGKK
chr8	66176376	66178464	2089	-	1392	CRH
chrX	73524275	73563085	38811	-	139201	MAP2K4P1
chrX	107206632	107244243	37612	+	139212	DNAAF6
chrX	106168305	106208956	40652	+	139221	PWWP3B
chrX	104166453	104195902	29450	+	139231	FAM199X
chrX	64185117	64205708	20592	-	139285	AMER1
chr5	76953045	76981158	28114	+	1393	CRHBP
chrX	85003877	85093316	89440	+	139322	APOOL
chrX	84317874	84502479	184606	-	139324	HDX
chrX	44523639	44542859	19221	-	139341	FUNDC1
chrX	136300963	136416890	115928	+	139378	ADGRG4
chrX	23334849	23404374	69526	+	139411	PTCHD1
chrX	27460207	27463341	3135	-	139420	PPP4R3C
chrX	27807990	27823014	15025	+	139422	MAGEB10
chrX	27977992	27981449	3458	-	139425	DCAF8L1
chr7	30651942	30700129	48188	-	1395	CRHR2
chrX	26558337	26561052	2716	+	139538	VENTXP1
chrX	70062457	70064179	1723	+	139562	OTUD6A
chrX	75156388	75304885	148498	+	139596	UPRT
chrX	75782987	75785254	2268	-	139599	MAGEE2
chr14	105486317	105491659	5343	+	1396	CRIP1
chrX	35798342	35803735	5394	+	139604	MAGEB16
chrX	55623400	55626192	2793	+	139628	FOXR2
chr14	105472962	105480170	7209	+	1397	CRIP2
chrX	154675249	154751583	76335	-	139716	GAB3
chrX	153669730	153689010	19281	-	139728	PNCK
chrX	153418322	153426481	8160	+	139735	ZFP92
chrX	128050962	128052398	1437	-	139741	ACTRT1
